,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1536347866,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536347867,0.0,459.375,,,,,,,,,,,,,,,179.8125,0.1,,,,,,,0.0,,
1536348338,0.0,605.125,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348339,,,,,,,,,,,,,,,,,170.15625,0.1,,,,,,,0.0,,
1536348340,,,,,,,,,23.0,,,,,,,,,,,,,,,,0.0,,
1536348341,0.0,709.5,,,,,,18.57,,,,,,,,,,,,,,,,,0.0,,
1536348342,,,,,0.6,0.2,,,,,,,,,,,,,,,,,,,0.0,,
1536348343,0.0,700.375,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348345,0.0,700.625,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348346,,,248.75,89.25,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1536348347,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1536348348,,,,,,,0.0,,,,,,,,,,167.71875,0.3,,,,,,,0.0,,
1536348350,0.0,700.125,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348351,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348352,,,251.6,88.9,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348353,0.0,699.875,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348354,,,,,,,,,,,,,,0.0,184.0,,,,,,,25.0,,,0.0,,
1536348355,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,
1536348356,,,252.7,88.9,0.5,0.2,0.0,,,,,,,,,,,,,,,,,,0.0,,
1536348357,0.0,699.625,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348358,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1536348360,0.0,700.625,,,0.5,0.2,,,,,,,,,,,,,,,,,,,0.0,,
1536348363,0.0,701.0,,,,,0.0,,,,,,,,,,165.3125,0.3,,,,,,,0.0,,
1536348364,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,
1536348365,0.0,698.875,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348367,0.0,699.375,,,0.5,0.2,,,,,,,,,,,165.3125,0.3,,112.09375,165.3125,,,,0.0,,
1536348368,,,,,,,,,,,,90.0,89.0,,,,,,,,,,,,0.0,,
1536348369,,,,,0.5,0.2,,,,,,,,,,,,,,,,,,,0.0,,
1536348370,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1536348371,,,,,,,,,,,,,,,,,,,,,,,112.0,102.0,0.0,,
1536348372,,,,,0.5,0.2,,,,,,,,,,,163.09375,0.3,,112.09375,163.09375,,,,0.0,,
1536348374,,,,,,,,19.93,,,,,,,,,,,,,,,,,0.0,,
1536348375,0.0,700.625,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348377,0.0,701.125,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,
1536348378,,,,,,,,19.72,,,,,,,,,,,,,,,,,0.0,,
1536348379,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348380,0.0,701.0,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1536348381,,,,,0.5,0.2,,,,,,,,,,,161.5625,0.3,,112.09375,161.5625,,,,0.0,,
1536348383,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348384,,,,,,,0.0,19.72,,,,,,,,,,,,,,,,,0.0,,
1536348385,,,257.0,89.25,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348386,0.0,700.125,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348387,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1536348388,,,257.4,89.25,0.5,0.2,,,,,,,,,,,,,,,,,,,0.0,,
1536348389,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348390,0.0,699.25,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348392,0.0,700.625,,,,,,,,,,,,,,,158.28125,0.2,,112.1875,158.28125,,,,0.0,,
1536348393,,,257.0,88.9,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1536348394,,,257.4,89.25,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348395,0.0,704.125,,,,,0.0,,,,,,,,,,,,,,,30.0,,,0.0,,
1536348396,,,257.0,89.25,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348397,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348398,,,257.4,88.9,,,,,,,,,,,,,,,,,,,112.0,102.0,0.0,,
1536348399,,,,,,,,,,,,,,,,,157.25,0.3,,,,,,,0.0,,
1536348400,0.0,701.125,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348401,,,,,,,0.0,,,,,,,,,,155.625,0.3,,,,,,,0.0,,
1536348402,,,,,,,,,,,,,,,,,155.625,0.3,,112.09375,155.625,,,,0.0,,
1536348403,,,254.15,85.3,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348404,0.0,695.625,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1536348407,0.0,699.375,255.95,89.25,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
