,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1542081226,,,230.4,8.25,0.6,0.2,0.0,4.9,,,,,,,,15.5859375,216.09375,0.3,,206.5,216.09375,,,,0.0,,
1542081232,10.0,589.25,262.4,175.3,,,0.0,4.69,,,,,,,,0.0,216.09375,0.3,,201.65625,216.09375,,,,0.0,,
1542081239,,,367.2,34.2,,,0.0,4.69,,,,,,,,,218.5,0.6,,,,,,,0.0,,
1542081246,14.0,1021.875,403.9,40.65,1.3,0.6,0.0,6.88,,,,,,0.0,260.0,,218.5,0.7,199.09375,204.0,218.5,,204.0,98.0,0.0,176.1875,155.1875
1542081252,,,540.0,72.35,,,0.0,13.36,,,,96.0,88.0,,,,219.46875,1.0,,206.40625,219.46875,,,,0.0,,
1542081259,38.0,1612.625,972.0,537.8,4.0,2.0,0.0,17.63,,,,,,,,,219.3125,2.0,,215.71875,219.3125,,,,0.0,,
1542081265,,,1479.95,519.1,8.1,4.6,0.0,27.55,,,,,,,,,218.53125,3.5,,227.15625,218.53125,,,,0.0,,
1542081272,46.0,1486.875,993.6,558.7,4.7,2.4,0.0,37.99,,,,,,,,,216.21875,2.3,,237.46875,216.21875,,,,0.0,186.6875,160.375
1542081279,,,1040.0,629.25,4.1,2.0,0.0,19.93,,,,,,0.0,292.0,,216.625,2.0,,244.71875,216.625,,242.6875,212.0,0.0,,
1542081285,69.0,1422.375,1378.8,736.2,6.6,3.5,0.0,59.8,-5.0,,,,,,,,220.90625,3.1,,261.5,220.90625,,,,0.0,,
1542081292,,,1104.8,559.8,5.2,2.7,0.0,54.79,,78220.0,,,,,,,225.75,2.5,,268.53125,225.75,,,,0.0,,
1542081299,38.0,1188.0,711.35,411.45,3.1,1.5,0.0,37.67,,,,,,,,,233.03125,1.6,,277.71875,233.03125,,,,0.0,,
1542081306,,,598.65,364.65,1.9,0.8,0.0,25.04,,,,,,0.0,300.0,,237.84375,1.1,213.59375,278.8125,237.84375,-13.0,,,0.0,197.28125,173.5
1542081312,,,636.45,340.55,2.3,1.0,0.0,25.04,,,,,,,,,244.96875,1.2,,281.6875,244.96875,,,,0.0,,
1542081319,,,632.15,249.1,,,0.0,24.42,-5.0,,,,,,,,,,,,,,,,0.0,,
1542081325,31.0,1103.5,533.5,191.85,1.9,0.8,0.0,19.41,,38524.0,,,,,,80.5625,255.71875,1.1,,281.71875,255.71875,,,,0.0,,
1542081332,,,532.05,242.25,1.8,0.7,0.0,19.72,,,,,,,,79.03906,261.5,1.0,,281.84375,261.5,,,,0.0,,
1542081339,34.0,1050.125,529.55,262.8,1.9,0.8,0.0,16.07,,,,,,0.0,260.0,,266.8125,1.1,218.5,283.84375,266.8125,-13.0,284.5,122.0,0.0,202.5,181.5
1542081345,,,645.8,387.35,2.3,1.0,0.0,29.53,,,,,,,,,270.15625,1.3,,284.5625,270.15625,,,,0.0,,
1542081352,42.0,1074.25,698.75,396.0,3.0,1.3,0.0,27.03,-5.0,,,,,,,,273.03125,1.6,,287.46875,273.03125,,,,0.0,,
1542081358,,,574.9,190.4,2.5,1.1,0.0,17.11,,,,,,,,,276.09375,1.4,,287.46875,276.09375,,,,0.0,,
1542081365,23.0,1009.0,427.65,56.15,1.7,0.7,0.0,7.82,,,,,,,,,278.8125,1.0,,278.84375,278.8125,,,,0.0,,
1542081372,,,493.9,178.9,1.9,0.8,0.0,12.31,,,,,,0.0,256.0,,280.28125,1.0,,275.9375,280.28125,-8.0,275.875,112.0,0.0,,
1542081378,4.0,987.625,378.7,15.8,1.5,0.6,0.0,5.21,,,,,,,,,281.6875,0.8,,270.53125,281.6875,,,,0.0,,
1542081385,,,435.6,150.45,1.7,0.7,0.0,4.9,,,,,,,,,281.6875,1.0,,259.71875,281.6875,,,,0.0,,
1542081391,0.0,897.25,350.25,7.9,1.3,0.5,0.0,4.69,,,,,,,,,281.6875,0.8,,259.4375,281.6875,,,,0.0,,
1542081398,,,317.85,7.2,1.1,0.4,0.0,4.69,,,,,,0.0,196.0,,281.71875,0.6,242.0,246.96875,281.71875,,,,0.0,218.28125,190.875
1542081405,0.0,694.875,285.45,6.45,0.9,0.3,0.0,4.69,,,,95.0,87.0,,,,281.71875,0.5,,237.875,281.71875,-8.0,,,0.0,,
1542081411,,,259.2,6.45,0.7,0.3,0.0,4.69,,,,,,,,,279.5,0.4,,228.34375,279.5,,,,0.0,,
1542081418,0.0,602.375,249.8,8.6,0.7,0.3,0.0,4.9,,,,,,,,,278.84375,0.4,,223.375,278.84375,,,,0.0,,
1542081424,,,249.1,9.7,0.7,0.3,0.0,4.9,,,,,,,,16.796875,275.9375,0.4,,220.0,275.9375,,,,0.0,,
1542081431,0.0,598.125,248.0,10.05,0.7,0.3,0.0,,,,,,,0.0,136.0,9.234375,275.9375,0.4,249.78125,216.125,275.9375,,216.09375,94.0,0.0,219.875,189.375
1542081438,,,442.8,45.7,1.8,0.7,0.0,,,,,94.0,87.0,,,,273.1875,1.0,,218.5,273.1875,,,,0.0,,
1542081444,37.0,1134.125,470.5,337.3,2.4,1.1,0.0,16.27,,33672.0,,,,,,,270.1875,1.3,,223.375,270.1875,,,,0.0,,
1542081451,,,735.45,703.05,3.2,1.5,0.0,4.9,,,,,,,,,263.6875,1.6,,228.78125,263.6875,,,,0.0,,
1542081457,55.0,1243.875,1000.05,550.8,4.6,2.3,0.0,25.88,,,,,,,,,252.9375,2.3,,240.75,252.9375,,,,0.0,236.6875,197.28125
1542081464,,,1028.5,549.0,4.0,2.0,0.0,47.59,,,,,,0.0,380.0,,246.84375,2.0,,252.84375,246.84375,,249.875,178.0,0.0,,
1542081471,30.0,1535.625,787.3,225.0,3.8,1.9,0.0,13.67,-5.0,,,,,,,,242.71875,1.9,,260.9375,242.71875,,,,0.0,,
1542081477,,,1242.0,15.45,,,0.0,4.9,,70412.0,,,,,,,,,,,,,,,0.0,,
1542081484,44.0,1211.0,847.05,454.65,,,0.0,48.22,,,,,,,,,246.96875,1.8,,,,,,,0.0,,
1542081491,,,484.55,48.95,,,0.0,12.31,,,,,,0.0,312.0,,,,273.0,,,,,,0.0,247.0,212.5
1542081497,0.0,1137.75,400.65,10.8,1.7,0.7,0.0,4.69,,,,,,,,,264.375,0.9,,258.625,264.375,,,,0.0,,
1542081504,,,470.5,59.4,1.9,0.8,0.0,14.3,-5.0,,,,,,,,272.8125,1.0,,245.15625,272.8125,,,,0.0,,
1542081510,57.0,1089.25,735.8,465.1,3.1,1.4,0.0,44.77,,56280.0,,,,,,,278.8125,1.6,,254.25,278.8125,,,,0.0,,
1542081517,,,725.0,478.4,3.1,1.5,0.0,52.5,,,,,,,,,284.5,1.6,,270.125,284.5,,,,0.0,,
1542081524,48.0,1294.375,851.75,522.7,3.7,1.8,0.0,,,,,,,0.0,336.0,70.14844,284.5625,1.8,259.78125,278.6875,284.5625,-12.0,278.6875,168.0,0.0,242.0,223.6875
1542081530,,,442.8,12.2,2.1,0.9,0.0,4.69,,,,,,,,,284.46875,1.1,,275.96875,284.46875,,,,0.0,,
1542081537,0.0,1101.75,397.4,10.4,1.7,0.7,0.0,4.69,-5.0,,,,,,,,284.5625,1.0,,258.65625,284.5625,,,,0.0,,
1542081543,,,257.0,8.6,0.8,0.3,0.0,4.69,,,,,,,,,284.5625,0.5,,245.15625,284.5625,,,,0.0,,
1542081550,42.0,1032.5,498.2,367.2,1.9,0.8,0.0,12.83,,,,,,,,,287.46875,1.0,,240.3125,287.46875,,,,0.0,239.375,231.5
1542081557,,,828.0,473.0,3.6,1.7,0.0,19.41,,,,,,0.0,408.0,,293.21875,1.9,,247.625,293.21875,-12.0,247.59375,138.0,0.0,,
1542081563,13.0,1379.375,1040.75,58.3,,,0.0,33.5,,,,,,,,,301.875,2.5,,,,,,,0.0,,
1542081570,,,1017.35,544.3,5.0,2.5,0.0,57.61,,,,,,,,,304.75,2.5,,269.84375,304.75,,,,0.0,,
1542081576,98.0,906.75,470.5,418.65,2.7,1.2,0.0,5.52,,,,,,,,,301.90625,1.4,,274.1875,301.90625,,,,0.0,,
1542081583,,,763.55,442.8,3.7,1.7,0.0,33.19,,,,,,0.0,228.0,,299.03125,2.0,273.0,287.46875,299.03125,,,,0.0,249.875,242.59375
1542081590,81.0,1042.125,991.4,531.7,5.4,2.7,0.0,42.79,,,,94.0,89.0,,,,297.25,2.7,,304.625,297.25,-9.0,,,0.0,,
1542081596,,,1158.45,628.9,6.7,3.3,0.0,52.7,,,,,,,,,302.71875,3.3,,313.40625,302.71875,,,,0.0,,
1542081603,77.0,1208.75,978.45,675.0,4.9,2.2,0.0,58.03,,,,,,,,,316.3125,2.6,,314.34375,316.3125,,,,0.0,,
1542081609,,,919.05,641.85,4.3,1.9,0.0,59.8,,,,,,,,,335.28125,2.4,,316.3125,335.28125,,,,0.0,,
1542081616,55.0,1370.125,964.05,604.8,5.2,2.4,0.0,59.8,,,,,,0.0,356.0,100.10156,355.875,2.8,300.6875,316.375,355.875,,316.375,182.0,0.0,271.0,242.0
1542081623,,,964.4,534.6,5.9,2.7,0.0,30.68,,,,95.0,89.0,,,,373.9375,3.1,,321.9375,373.9375,,,,0.0,,
1542081629,51.0,1432.625,1041.45,575.25,5.4,2.4,0.0,51.87,,63984.0,,,,,,,385.53125,2.9,,319.1875,385.53125,,,,0.0,,
1542081636,,,1029.6,614.5,6.5,3.0,0.0,59.8,,,,,,,,,394.1875,3.5,,319.1875,394.1875,,,,0.0,,
1542081642,53.0,1440.375,1015.9,602.25,5.6,2.5,290.0,59.8,,,,,,,,,403.40625,3.1,,322.03125,403.40625,,,,0.0,291.875,249.875
1542081649,,,1022.4,605.5,,,277.0,59.8,,,,,,0.0,368.0,,412.09375,3.4,,322.0625,412.09375,,322.0,186.0,0.0,,
1542081656,54.0,1438.875,1038.95,612.7,,,288.0,59.8,,,,,,,,,421.15625,3.3,,324.96875,421.15625,,,,0.0,,
1542081662,,,976.65,562.65,5.9,2.5,238.0,47.59,,61408.0,,,,,,,428.78125,3.3,,327.375,428.78125,,,,0.0,,
1542081669,45.0,1438.375,914.0,533.15,5.6,2.4,288.0,37.46,,,,,,,,,437.84375,3.1,,327.5,437.84375,,,,0.0,,
1542081676,,,907.55,540.0,5.5,2.3,265.0,39.45,,,,,,,,,443.875,3.1,,327.875,443.875,,,,0.0,328.0,268.09375
1542081682,47.0,1441.0,977.75,543.2,6.2,2.7,252.0,40.18,,,,,,,,,451.375,3.5,,330.5,451.375,,,,0.0,,
1542081689,,,910.8,538.9,5.6,2.4,256.0,39.45,-5.0,,,,,,,,458.4375,3.2,,330.53125,458.4375,,,,0.0,,
1542081695,46.0,1437.625,921.95,540.0,5.9,2.5,265.0,39.45,,,,,,,,,465.46875,3.3,,330.71875,465.46875,,,,0.0,,
1542081702,,,979.2,573.45,6.1,2.7,251.0,51.87,,,,,,,,105.67969,472.375,3.4,,331.21875,472.375,,,,0.0,,
1542081709,57.0,1438.375,1113.45,631.4,7.7,3.5,264.0,,,,,,,0.0,364.0,104.953125,480.59375,4.2,423.6875,330.75,480.59375,,330.6875,200.0,0.0,359.5,289.28125
1542081715,,,965.85,586.05,6.7,2.9,252.0,54.79,,,,,,,,,489.59375,3.7,,330.71875,489.59375,,,,0.0,,
1542081722,43.0,1438.125,884.15,533.85,,,249.0,30.99,-5.0,,,,,,,,496.5,3.4,,332.0,496.5,,,,0.0,,
1542081728,,,895.3,532.05,6.1,2.6,192.0,31.83,,,,,,,,,499.96875,3.4,,333.59375,499.96875,,,,0.0,,
1542081735,,,948.6,559.4,6.5,2.9,209.0,45.3,,,,,,,,,503.8125,3.6,,334.15625,503.8125,,,,0.0,383.1875,315.6875
1542081742,,,981.7,595.05,7.0,3.1,225.0,57.61,,,,,,0.0,364.0,,506.84375,3.9,,333.9375,506.84375,-12.0,333.59375,178.0,0.0,,
1542081748,53.0,1439.875,1000.05,599.75,6.9,3.1,198.0,59.28,,,,,,,,,508.03125,3.8,,334.78125,508.03125,,,,0.0,,
1542081755,,,1095.8,606.95,8.1,3.8,178.0,59.8,,,,,,,,,515.125,4.3,,336.5,515.125,,,,0.0,,
1542081761,52.0,1437.5,1084.3,593.25,8.2,3.8,171.0,57.3,,,,,,,,105.5625,515.71875,4.4,,336.59375,515.71875,,,,0.0,,
1542081768,,,965.15,592.9,7.1,3.2,188.0,,,,,,,0.0,364.0,105.4375,518.90625,3.9,490.0,338.53125,518.90625,,,,0.0,413.5,349.59375
1542081775,53.0,1437.625,990.0,597.95,7.9,3.6,191.0,,,,,96.0,90.0,,,105.765625,518.25,4.2,,338.4375,518.25,-8.5,,,0.0,,
1542081781,,,1050.8,574.2,8.1,3.8,178.0,,,,,,,,,104.671875,519.1875,4.3,,339.375,519.1875,,,,0.0,,
1542081788,54.0,1437.5,1049.4,605.15,8.0,3.7,162.0,59.8,,,,,,,,,519.1875,4.2,,339.65625,519.1875,,,,0.0,,
1542081794,,,935.6,575.25,7.0,3.2,189.0,51.56,,,,,,,,105.015625,519.1875,3.8,,339.4375,519.1875,,,,0.0,,
1542081801,51.0,1436.75,976.65,587.85,7.7,3.6,191.0,56.36,,,,,,0.0,360.0,105.52344,,,515.28125,,,,341.1875,178.0,0.0,437.78125,380.1875
1542081808,,,1035.0,576.7,,,180.0,52.5,,,,97.0,89.0,,,,,,,,,,,,0.0,,
1542081814,47.0,1438.5,924.8,542.85,,,177.0,40.18,,58148.0,,,,,,,,,,,,,,,0.0,,
1542081821,,,919.8,532.05,7.1,3.3,185.0,34.64,,,,,,,,,521.0,3.7,,344.5625,521.0,,,,0.0,,
