,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1531773445,18.0,1282.375,,,2.3,0.9,,,,,,,,,,,,,,,,,,,0.0,,
1531773446,,,467.25,243.35,,,,,,,,,,,,93.78125,,,,,,,,,0.0,,
1531773447,,,466.55,243.35,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773448,,,,,,,,,,26272.0,,,,,,,,,,,,,,,0.0,,
1531773449,,,,,,,2.0,,,,,,,,,,336.5,1.4,,325.0,336.5,,,,0.0,,
1531773450,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773451,,,,,2.2,0.8,,,,,,,,,,,,,,,,,,,0.0,,
1531773453,,,,,,,,36.63,,,,,,,,,,,,,,,,,0.0,,
1531773455,20.0,1255.375,,,2.3,0.9,,36.63,,,,,,,,,,,,322.0625,336.5,,,,0.0,,
1531773457,15.0,1247.875,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,
1531773458,,,455.4,228.2,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773459,6.0,1239.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773460,,,444.6,216.7,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773461,,,,,,,5.0,,,,,,,,,,,,,,,,,,0.0,,
1531773462,7.0,1210.5,442.05,218.15,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773464,,,,,2.4,0.9,,,,,,,,,,,,,,,,,,,0.0,,
1531773466,,,425.85,213.8,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773467,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,
1531773468,7.0,1165.625,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1531773469,,,,,,,,,,,,,,,,,,,,,,28.0,,,0.0,,
1531773470,,,,,,,0.0,,,,,,,,,,333.6875,1.4,,,,,,,0.0,,
1531773471,38.0,1150.125,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1531773473,38.0,1149.75,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1531773474,,,,,,,,,,,,,,,,,,,,,,,,,0.0,305.1875,310.5
1531773475,9.0,1147.875,456.8,214.2,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773476,,,,,2.6,1.0,,,,,,,,,,,,,,301.875,333.625,,,,0.0,,
1531773477,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773478,,,,,,,,18.26,,,,102.0,89.0,,,,333.625,1.3,,299.21875,333.625,,,,0.0,,
1531773479,9.0,1131.375,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773481,,,,,,,3.0,,,,,,,,,,,,,,,,,,0.0,,
1531773482,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,
1531773483,,,,,,,,,,,,,,,,,,,,,,,296.09375,102.0,0.0,,
1531773484,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,
1531773485,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,
1531773487,0.0,601.125,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773488,,,,,,,,,,,,,,,,,,,,,,32.5,,,0.0,,
1531773489,0.0,599.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773490,,,,,,,,4.69,,,,,,,,,,,,,,,,,0.0,,
1531773492,0.0,600.125,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773494,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773495,,,,,,,,4.69,,,,,,,,,,,,,,,,,0.0,,
1531773496,0.0,599.625,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773497,,,235.4,59.75,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773498,0.0,598.5,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773499,,,,,,,,,,,,,,,,,326.46875,0.7,,273.21875,326.46875,,,,0.0,,
1531773500,0.0,603.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773501,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773502,,,,,,,,,,19084.0,,,,,,,,,,,,,,,0.0,,
1531773503,7.0,599.375,,,,,,,,,,,,,,,325.0,0.5,,270.1875,325.0,,,,0.0,,
1531773504,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773505,,,418.3,299.15,,,,,,,,,,,,14.8046875,,,,,,,,,0.0,,
1531773506,0.0,689.5,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773507,,,,,1.7,0.6,,,,,,,,,,,,,,,,,,,0.0,,
1531773508,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,
1531773509,74.0,920.125,425.5,355.65,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773510,,,,,,,,,,,,,,,,,322.09375,1.8,,,,,,,0.0,,
1531773511,74.0,1241.75,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773512,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773513,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773514,,,,,,,,,,,,,,,,,,,,293.25,319.21875,,,,0.0,,
1531773515,0.0,1283.5,,,8.3,4.0,,,,,,,,,,,,,,,,,,,0.0,,
1531773516,,,798.1,658.8,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773517,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,
1531773518,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1531773519,,,,,,,61.0,,,,,,,,,,,,,,,,,,0.0,,
1531773520,0.0,1584.625,,,,,,5.84,,,,,,,,,,,,,,,,,0.0,,
1531773521,,,,,,,48.0,,,,,102.0,90.0,,,47.523438,,,,,,,,,0.0,,
1531773523,,,,,,,3.0,,,,,,,,,,,,,,,,,,0.0,,
1531773524,77.0,1254.375,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1531773525,,,,,,,,,,,,,,,,51.851562,,,,,,,,,0.0,,
1531773526,,,,,,,,,,,,,,,,57.203125,,,,,,,,,0.0,,
1531773527,76.0,1468.125,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773528,,,,,,,40.0,66.8,,,,,,,,62.304688,,,,,,,301.78125,298.0,0.0,,
1531773529,,,,,8.0,3.9,,,,,,,,,,61.554688,,,,,,,,,0.0,,
1531773530,25.0,1120.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773531,,,,,,,,,,,,102.0,91.0,,,,,,,,,,,,0.0,,
1531773532,98.0,1267.5,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773533,,,1321.2,808.55,,,,,,,,,,,,,,,,,,,,,0.0,,
1531773534,95.0,1378.5,,,,,,60.64,,,,,,,,,,,,,,,,,0.0,,
