,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1545478175,,,268.9,56.15,0.4,0.2,0.0,5.0,,10304.0,,,,,,0.0,0.21875,0.2,,22.8125,0.21875,,,,0.0,,
1545478182,,,267.45,55.4,0.4,0.1,0.0,5.0,,,,,,,,0.0,0.21875,0.2,,28.78125,0.21875,,,,0.0,,
1545478189,,,267.1,55.4,0.4,0.1,0.0,5.0,,,,,,0.0,504.0,,0.21875,0.2,1.5,32.84375,0.21875,-4.0,32.78125,94.0,0.0,0.09375,0.09375
1545478195,,,267.1,44.6,0.4,0.1,0.0,5.0,,,,,,,,,0.21875,0.2,,36.65625,0.21875,,,,0.0,,
1545478202,0.0,623.625,266.0,39.6,0.4,0.2,0.0,5.0,-4.0,,,,,,,,0.21875,0.2,,41.84375,0.21875,,,,0.0,,
1545478208,,,262.4,49.65,0.4,0.1,0.0,5.0,,9272.0,,,,,,,0.75,0.2,,46.21875,0.75,,,,0.0,,
1545478215,0.0,612.125,264.2,52.9,0.4,0.1,0.0,5.0,,,,,,,,,2.15625,0.2,,48.1875,2.15625,,,,0.0,0.09375,0.09375
1545478222,,,262.4,50.75,0.4,0.1,0.0,5.0,,,,-3.0,-2.0,,,,5.96875,0.2,,52.0,5.96875,-4.0,52.0,94.0,0.0,,
1545478228,0.0,607.875,261.7,49.65,0.4,0.1,0.0,5.0,,,,,,,,,11.71875,0.2,,53.9375,11.71875,,,,0.0,,
1545478235,,,259.9,47.5,0.4,0.1,0.0,5.0,,,,,,,,,,,,55.84375,19.40625,,,,0.0,,
1545478242,0.0,598.875,259.2,46.8,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
1545478249,,,258.45,47.85,0.4,0.1,0.0,5.0,,,,,,0.0,504.0,0.0,27.5625,0.2,19.875,59.6875,27.5625,,,,0.0,7.5,0.09375
1545478255,0.0,597.875,259.55,47.5,0.5,0.1,0.0,,,,,-3.0,1.0,,,0.0,30.90625,0.3,,61.59375,30.90625,-4.0,,,0.0,,
1545478262,,,258.8,47.5,0.4,0.1,0.0,5.0,,,,,,,,0.0,32.84375,0.2,,63.4375,32.84375,,,,0.0,,
1545478268,0.0,597.5,259.55,47.85,0.4,0.1,0.0,5.0,,,,,,,,0.0,32.9375,0.3,,63.5,32.9375,,,,0.0,,
1545478275,,,259.2,43.9,0.4,0.1,0.0,5.0,,,,,,,,0.0,34.75,0.2,,65.4375,34.75,,,,0.0,,
1545478282,0.0,600.125,258.8,45.0,0.5,0.1,0.0,5.0,,,,,,0.0,504.0,,34.75,0.3,36.59375,67.34375,34.75,,67.28125,94.0,0.0,24.875,0.09375
1545478288,,,258.45,43.9,0.5,0.1,0.0,5.0,,,,-2.0,3.0,,,,35.375,0.3,,67.34375,35.375,,,,0.0,,
1545478295,0.0,602.375,258.8,41.0,0.4,0.1,0.0,5.0,,,,,,,,,36.65625,0.2,,69.28125,36.65625,,,,0.0,,
1545478301,,,259.2,38.15,0.5,0.2,0.0,5.0,,,,,,,,,36.65625,0.2,,69.28125,36.65625,,,,0.0,,
1545478308,0.0,604.75,259.9,33.8,0.5,0.2,0.0,5.0,,,,,,,,,36.65625,0.2,37.09375,71.15625,36.65625,,,,0.0,28.78125,0.09375
1545478315,,,256.3,37.8,0.5,0.2,0.0,5.0,,,,,,,,,,,,,,,71.09375,94.0,0.0,,
1545478321,0.0,596.625,258.45,40.3,,,0.0,,-4.0,,,,,,,,36.65625,0.2,,71.21875,36.65625,,,,0.0,,
1545478328,,,258.45,31.65,0.5,0.2,0.0,5.0,,9224.0,,,,,,,36.65625,0.2,,73.09375,36.65625,,,,0.0,,
1545478334,0.0,599.875,258.45,38.15,0.5,0.2,0.0,5.0,,,,,,,,,36.65625,0.2,,73.09375,36.65625,,,,0.0,,
1545478341,,,260.25,33.8,0.5,0.2,0.0,5.0,,,,,,0.0,504.0,,36.65625,0.3,36.59375,74.3125,36.65625,,,,0.0,30.78125,2.875
1545478348,0.0,598.375,259.2,36.35,0.5,0.2,0.0,5.0,,,,,,,,,36.65625,0.3,,75.03125,36.65625,,,,0.0,,
1545478354,,,260.25,35.6,0.5,0.2,0.0,5.0,-4.0,,,,,,,,36.65625,0.3,,75.03125,36.65625,,,,0.0,,
1545478361,0.0,601.625,259.55,34.2,0.5,0.2,0.0,5.0,,10048.0,,,,,,,36.65625,0.3,,75.5,36.65625,,,,0.0,,
1545478368,,,259.2,36.7,0.5,0.2,0.0,5.0,,,,,,,,,36.65625,0.3,,76.8125,36.65625,,,,0.0,,
1545478374,,,259.55,39.2,0.5,0.2,0.0,5.0,,,,,,0.0,504.0,,36.65625,0.3,36.59375,76.9375,36.65625,-3.5,76.875,94.0,0.0,30.78125,28.78125
1545478381,,,258.45,42.45,0.5,0.2,0.0,5.0,,,,,,,,,36.65625,0.3,,76.9375,36.65625,,,,0.0,,
1545478387,0.0,600.625,260.25,37.4,0.5,0.2,0.0,4.69,,,,,,,,,36.65625,0.3,,77.03125,36.65625,,,,0.0,,
1545478394,,,258.8,40.65,0.5,0.2,0.0,4.69,,10352.0,,,,,,,36.65625,0.3,,78.5,36.65625,-2.0,,,0.0,,
1545478401,0.0,594.375,258.45,38.85,0.5,0.2,0.0,4.69,,,,,,,,,36.65625,0.3,34.6875,78.84375,36.65625,,,,0.0,30.875,30.78125
1545478407,,,261.0,34.9,0.5,0.2,0.0,,,,,4.0,10.0,,,0.0,36.65625,0.3,,78.84375,36.65625,-3.5,78.78125,94.0,0.0,,
1545478414,0.0,606.125,259.55,32.75,0.5,0.2,0.0,4.69,,,,,,,,0.0,36.65625,0.3,,78.84375,36.65625,,,,0.0,,
1545478420,,,259.55,36.7,0.5,0.2,0.0,4.69,,,,,,,,0.0,36.65625,0.3,,78.875,36.65625,,,,0.0,,
1545478427,0.0,600.125,260.25,37.8,0.5,0.2,0.0,4.69,,,,,,,,,36.65625,0.3,,79.40625,36.65625,-2.0,,,0.0,,
1545478434,,,259.9,35.6,0.5,0.2,0.0,4.69,,,,,,0.0,504.0,,36.65625,0.3,34.375,80.4375,36.65625,,80.6875,96.0,0.0,30.78125,30.78125
1545478440,0.0,600.75,260.6,34.9,0.5,0.2,0.0,4.69,,,,5.0,11.0,,,0.0,36.65625,0.3,,80.78125,36.65625,,,,0.0,,
1545478447,,,259.9,36.0,0.5,0.2,0.0,4.69,,,,,,,,0.0,36.40625,0.3,,80.78125,36.40625,,,,0.0,,
1545478453,0.0,599.375,259.9,37.4,0.5,0.2,0.0,4.69,,,,,,,,0.0,36.53125,0.3,,80.78125,36.53125,,,,0.0,,
1545478460,,,259.55,37.8,0.5,0.2,0.0,4.69,,,,,,,,,36.65625,0.3,,80.8125,36.65625,,,,0.0,,
1545478467,0.0,601.5,260.6,30.6,0.5,0.2,0.0,4.69,,,,,,0.0,504.0,,36.65625,0.3,33.09375,80.96875,36.65625,,81.6875,96.0,0.0,,
1545478473,,,259.9,28.05,0.5,0.2,0.0,4.69,,,,7.0,12.0,,,,36.65625,0.2,,80.8125,36.65625,,,,0.0,,
1545478480,0.0,602.5,260.25,33.1,0.5,0.2,0.0,4.69,,,,,,,,,,,,,,,,,0.0,,
1545478486,,,259.9,32.75,0.5,0.2,0.0,4.69,,,,,,,,,36.5625,0.3,,81.03125,36.5625,,,,0.0,,
1545478493,0.0,599.625,259.9,33.45,0.5,0.2,0.0,4.69,,,,,,,,,36.65625,0.3,,81.53125,36.65625,,,,0.0,30.78125,30.78125
1545478500,,,260.6,31.3,0.5,0.2,0.0,4.69,,,,,,,,,36.65625,0.3,,81.0625,36.65625,,81.1875,96.0,0.0,,
1545478506,0.0,597.625,259.9,33.8,0.5,0.2,0.0,4.69,-4.0,,,,,,,0.0,36.875,0.3,,81.125,36.875,,,,0.0,,
1545478513,,,262.05,29.5,0.5,0.2,0.0,4.69,,11208.0,,,,,,0.0,38.59375,0.3,,80.8125,38.59375,,,,0.0,,
1545478519,0.0,599.0,261.35,30.95,0.5,0.2,0.0,4.69,,,,,,,,0.0,40.5,0.3,,80.8125,40.5,,,,0.0,,
1545478526,,,260.25,29.85,0.5,0.2,0.0,4.69,,,,,,0.0,504.0,0.0,42.40625,0.3,33.0,81.28125,42.40625,,,,0.0,30.78125,30.78125
1545478533,0.0,597.5,261.0,30.95,0.5,0.2,0.0,4.69,,,,,,,,0.0,44.71875,0.3,,81.0625,44.71875,,,,0.0,,
1545478539,,,260.6,30.95,0.5,0.2,0.0,4.69,-4.0,,,,,,,0.0,48.09375,0.3,,81.15625,48.09375,,,,0.0,,
1545478546,0.0,602.375,261.0,29.5,0.5,0.2,0.0,4.69,,11784.0,,,,,,0.0,50.09375,0.3,,80.84375,50.09375,,,,0.0,,
1545478553,,,260.6,29.5,0.5,0.2,0.0,4.69,,,,,,,,,52.0,0.3,,81.75,52.0,,,,0.0,,
1545478559,0.0,603.625,261.0,27.35,0.5,0.2,0.0,4.69,,,,,,0.0,500.0,,53.9375,0.3,33.5,81.34375,53.9375,-3.5,81.0,96.0,0.0,,
1545478566,,,261.35,29.85,0.5,0.2,0.0,4.69,,,,,,,,,55.84375,0.3,,81.46875,55.84375,,,,0.0,,
1545478572,0.0,601.875,262.8,26.25,0.5,0.2,0.0,4.69,,,,,,,,,57.75,0.3,,80.9375,57.75,,,,0.0,,
1545478579,,,262.4,30.95,0.5,0.2,0.0,,,,,,,,,,59.6875,0.3,,80.8125,59.6875,-2.0,,,0.0,,
1545478586,0.0,599.625,261.0,29.5,0.5,0.2,0.0,4.69,,,,,,,,,61.5,0.3,34.6875,80.8125,61.5,,,,0.0,31.59375,32.0
1545478592,,,262.05,30.6,0.5,0.2,0.0,4.69,,,,13.0,16.0,,,,62.875,0.3,,80.8125,62.875,-3.5,80.78125,96.0,0.0,,
1545478599,0.0,600.75,261.35,30.6,0.5,0.2,0.0,4.69,,,,,,,,,63.5,0.3,,80.8125,63.5,,,,0.0,,
1545478605,,,262.05,29.5,0.5,0.2,0.0,4.69,,,,,,,,0.0,65.4375,0.3,,80.8125,65.4375,,,,0.0,,
1545478612,0.0,605.125,262.4,25.2,0.5,0.2,0.0,4.69,,,,,,,,0.0,65.46875,0.3,,80.8125,65.46875,-2.0,,,0.0,,
1545478619,,,262.4,28.8,0.5,0.2,0.0,4.69,,,,,,0.0,492.0,0.0,67.34375,0.3,40.5,80.8125,67.34375,,80.78125,96.0,0.0,32.6875,32.6875
1545478625,0.0,601.875,262.05,29.85,0.5,0.2,0.0,4.69,,,,14.0,17.0,,,0.0,67.34375,0.3,,80.8125,67.34375,,,,0.0,,
1545478632,,,263.15,26.6,0.5,0.2,0.0,4.69,,,,,,,,0.0,69.25,0.3,,80.8125,69.25,,,,0.0,,
1545478638,0.0,598.875,262.4,30.95,0.5,0.2,0.0,4.69,,,,,,,,,69.28125,0.3,,80.78125,69.28125,,,,0.0,,
1545478645,,,261.7,30.6,0.5,0.2,0.0,4.69,,,,,,,,,70.75,0.3,,80.78125,70.75,-2.0,,,0.0,,
1545478652,0.0,598.125,261.0,29.5,,,0.0,4.69,,,,,,0.0,484.0,,71.1875,0.3,49.59375,80.78125,71.1875,,80.6875,96.0,0.0,,
1545478658,,,262.05,29.5,,,0.0,,,,,,,,,,71.1875,0.3,,80.78125,71.1875,,,,0.0,,
1545478665,0.0,598.375,261.35,28.8,0.5,0.2,0.0,4.69,,13292.0,,,,,,,71.3125,0.3,,80.78125,71.3125,,,,0.0,,
1545478671,,,261.7,27.35,0.5,0.2,0.0,4.69,,,,,,,,,73.0625,0.3,,80.78125,73.0625,,,,0.0,,
1545478678,0.0,597.5,261.35,29.85,0.5,0.2,0.0,4.69,,,,,,,,,73.09375,0.3,,80.78125,73.09375,,,,0.0,36.5,32.6875
1545478685,,,260.6,29.15,0.5,0.2,0.0,4.69,,,,,,,,,73.09375,0.3,,80.78125,73.09375,,80.6875,96.0,0.0,,
1545478691,0.0,599.875,261.35,29.15,0.5,0.2,0.0,4.69,-3.0,,,,,,,,73.21875,0.3,,80.78125,73.21875,,,,0.0,,
1545478698,,,261.35,29.5,0.5,0.2,0.0,4.69,,13444.0,,,,,,,74.59375,0.3,,80.78125,74.59375,,,,0.0,,
1545478704,0.0,599.375,261.35,29.15,0.5,0.2,0.0,4.69,,,,,,,,0.0,75.03125,0.3,,80.78125,75.03125,,,,0.0,,
1545478711,,,261.35,28.8,0.5,0.2,0.0,4.69,,,,,,0.0,476.0,0.0,75.03125,0.3,71.09375,80.78125,75.03125,,,,0.0,40.0,34.0
1545478718,0.0,596.375,260.25,29.85,0.5,0.2,0.0,4.69,,,,,,,,0.0,75.03125,0.3,,80.78125,75.03125,,,,0.0,,
1545478724,,,262.4,25.2,0.5,0.2,0.0,4.69,-3.0,,,,,,,0.0,75.03125,0.3,,80.78125,75.03125,,,,0.0,,
1545478731,0.0,599.875,262.4,27.7,0.5,0.2,0.0,4.69,,13692.0,,,,,,,,,,,,,,,0.0,,
1545478738,,,262.05,27.0,0.5,0.2,0.0,4.69,,,,,,,,,75.0625,0.3,,80.78125,75.0625,,,,0.0,,
1545478744,0.0,602.125,262.05,24.8,0.5,0.2,0.0,,,,,,,0.0,472.0,,,,75.09375,,,-3.0,,,0.0,,
1545478751,,,262.05,26.6,0.5,0.2,0.0,4.69,,,,,,,,,76.03125,0.3,,80.78125,76.03125,,,,0.0,,
1545478757,0.0,602.375,261.7,27.0,0.5,0.2,0.0,4.69,,,,,,,,,76.59375,0.3,,80.78125,76.59375,,,,0.0,,
1545478764,,,261.7,27.7,0.5,0.2,0.0,4.69,,,,,,,,,76.65625,0.3,,80.78125,76.65625,,,,0.0,,
1545478771,0.0,603.625,262.4,25.9,0.5,0.2,0.0,4.69,,,,,,0.0,468.0,,76.9375,0.3,76.875,80.78125,76.9375,,,,0.0,48.0,34.59375
1545478777,,,262.05,27.35,0.6,0.2,0.0,4.69,,,,19.0,22.0,,,,76.9375,0.3,,80.78125,76.9375,-3.0,80.6875,96.0,0.0,,
1545478784,0.0,598.875,261.35,28.8,0.6,0.2,0.0,4.69,,,,,,,,,76.9375,0.4,,80.78125,76.9375,,,,0.0,,
1545478790,,,262.05,27.0,0.6,0.2,0.0,4.69,,,,,,,,,76.9375,0.4,,80.78125,76.9375,,,,0.0,,
1545478797,0.0,600.625,262.05,26.25,0.6,0.2,0.0,4.69,,,,,,,,,76.9375,0.3,,80.78125,76.9375,-2.0,,,0.0,,
1545478804,,,262.4,25.55,0.6,0.2,0.0,4.69,,,,,,0.0,468.0,,76.9375,0.4,78.6875,80.78125,76.9375,,80.6875,96.0,0.0,54.1875,36.09375
1545478810,0.0,600.625,262.4,25.2,0.6,0.2,0.0,4.69,,,,21.0,23.0,,,0.0,76.9375,0.4,,80.78125,76.9375,,,,0.0,,
1545478817,,,261.7,27.7,,,0.0,4.69,,14240.0,,,,,,0.0,76.9375,0.3,,,,,,,0.0,,
1545478823,0.0,599.875,262.05,25.2,0.5,0.2,0.0,4.69,,,,,,,,,76.9375,0.3,,80.78125,76.9375,,,,0.0,,
1545478830,,,261.7,27.7,0.5,0.2,0.0,4.69,,,,,,,,,76.96875,0.3,,80.78125,76.96875,-2.0,,,0.0,,
1545478837,0.0,599.625,262.4,26.25,0.5,0.2,0.0,4.69,,,,,,0.0,464.0,,76.96875,0.3,78.78125,80.78125,76.96875,,80.6875,96.0,0.0,,
1545478843,,,261.7,26.6,0.5,0.2,0.0,4.69,,,,,,,,,77.03125,0.3,,80.78125,77.03125,,,,0.0,,
1545478850,0.0,600.625,262.05,28.05,0.5,0.2,0.0,4.69,,14200.0,,,,,,,77.71875,0.3,,80.78125,77.71875,,,,0.0,,
1545478856,,,261.35,28.05,0.5,0.2,0.0,4.69,,,,,,,,,78.09375,0.3,,80.78125,78.09375,,,,0.0,,
1545478863,0.0,598.5,262.4,27.7,0.6,0.2,0.0,4.69,,,,,,,,,77.625,0.4,78.78125,80.78125,77.625,-2.0,,,0.0,60.5,36.5
1545478870,,,260.6,28.8,0.6,0.2,0.0,4.69,,,,,,,,,77.65625,0.3,,80.78125,77.65625,,80.6875,96.0,0.0,,
1545478876,0.0,598.5,262.05,28.8,0.5,0.2,0.0,4.69,-3.0,,,,,,,,78.03125,0.3,,80.78125,78.03125,,,,0.0,,
1545478883,,,261.35,26.25,0.6,0.2,0.0,4.69,,14200.0,,,,,,,78.8125,0.3,,80.78125,78.8125,,,,0.0,,
1545478889,0.0,601.875,262.05,25.55,0.6,0.2,0.0,4.69,,,,,,,,,78.65625,0.3,,80.78125,78.65625,,,,0.0,,
1545478896,,,261.35,25.2,,,0.0,4.69,,,,,,0.0,456.0,,78.59375,0.3,78.78125,,,-3.0,,,0.0,60.6875,37.1875
