,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1546256392,,,252.0,34.2,0.2,0.1,0.0,6.15,,,,,,0.0,504.0,,2.1875,0.0,4.0,23.25,2.1875,4.0,23.1875,90.0,0.0,,
1546256398,0.0,601.625,222.45,26.25,0.1,0.1,0.0,8.13,,,,,,,,,2.4375,0.0,,29.0,2.4375,,,,0.0,,
1546256405,,,223.2,27.35,0.1,0.1,0.0,7.82,,,,,,,,,2.1875,0.0,,30.90625,2.1875,,,,0.0,,
1546256412,0.0,600.125,222.8,26.25,0.1,0.1,0.0,7.51,,5420.0,,,,,,,4.0625,0.0,,32.84375,4.0625,,,,0.0,,
1546256418,,,255.95,30.2,0.3,0.1,0.0,5.52,,,,,,,,,11.71875,0.1,,36.65625,11.71875,,,,0.0,2.0,2.09375
1546256425,,,259.2,29.5,0.3,0.1,0.0,5.52,,,,16.0,37.0,,,,19.40625,0.1,,42.34375,19.40625,1.5,42.28125,90.0,0.0,,
1546256432,,,261.35,27.7,,,0.0,5.21,,,,,,,,,,,,47.75,25.15625,,,,0.0,,
1546256438,0.0,700.375,262.4,27.35,0.3,0.1,0.0,5.21,,,,,,,,,29.0,0.1,,51.96875,29.0,,,,0.0,,
1546256445,,,263.85,27.0,0.3,0.1,0.0,5.21,,,,,,,,0.0,30.90625,0.1,,55.71875,30.90625,,,,0.0,,
1546256451,0.0,700.375,264.2,25.9,0.3,0.1,0.0,5.21,,,,,,0.0,504.0,0.0,32.84375,0.1,8.0,57.75,32.84375,,57.6875,92.0,0.0,4.0,4.0
1546256458,,,266.4,25.55,0.4,0.2,0.0,5.21,,,,19.0,37.0,,,0.0,32.84375,0.1,,59.6875,32.84375,,,,0.0,,
1546256465,0.0,699.375,267.45,24.45,0.4,0.2,0.0,5.21,,,,,,,,0.0,34.75,0.1,,62.3125,34.75,,,,0.0,,
1546256472,,,271.05,23.75,0.4,0.2,0.0,4.9,,,,,,,,0.0,34.75,0.2,,63.5,34.75,,,,0.0,,
1546256478,0.0,699.875,272.5,25.55,0.4,0.2,0.0,4.9,,,,,,,,,34.75,0.2,,63.53125,34.75,,,,0.0,,
1546256485,,,272.15,23.4,0.4,0.2,0.0,4.9,,,,,,0.0,504.0,,34.75,0.2,32.78125,65.34375,34.75,,65.0,92.0,0.0,,
1546256491,0.0,699.625,272.5,24.1,0.4,0.2,0.0,4.9,,,,,,,,,36.65625,0.2,,65.4375,36.65625,,,,0.0,,
1546256498,,,273.2,23.4,0.4,0.2,0.0,4.9,,,,,,,,,37.5625,0.1,,67.15625,37.5625,,,,0.0,,
1546256505,0.0,700.125,275.75,24.8,0.4,0.2,0.0,4.9,,,,,,,,,40.5,0.2,,67.34375,40.5,,,,0.0,,
1546256511,,,274.65,23.0,,,0.0,4.9,,,,,,0.0,504.0,,,,34.6875,,,,,,0.0,25.28125,5.5
1546256518,0.0,699.25,276.1,23.4,0.4,0.2,0.0,4.9,,,,,,,,,44.34375,0.1,,69.28125,44.34375,,69.09375,92.0,0.0,,
1546256525,,,276.1,23.4,0.4,0.2,0.0,4.9,-1.0,,,,,,,,47.3125,0.1,,69.28125,47.3125,,,,0.0,,
1546256531,0.0,698.75,276.45,22.65,0.4,0.2,0.0,4.9,,,,,,,,,50.09375,0.1,,69.34375,50.09375,-3.0,,,0.0,,
1546256538,,,276.45,23.0,0.4,0.2,0.0,4.9,,,,,,,,,52.0,0.1,,71.1875,52.0,,,,0.0,,
1546256544,,,277.2,22.65,0.4,0.2,0.0,4.9,,,,,,0.0,500.0,0.0,53.9375,0.1,34.1875,71.1875,53.9375,,71.09375,94.0,0.0,28.59375,5.28125
1546256551,,,277.2,22.3,0.4,0.2,0.0,4.9,,,,,,,,0.0,55.84375,0.2,,71.21875,55.84375,,,,0.0,,
1546256558,,,276.8,22.3,0.4,0.2,0.0,4.9,-1.0,,,,,,,0.0,57.75,0.2,,72.78125,57.75,,,,0.0,,
1546256564,,,277.2,22.65,0.4,0.2,0.0,4.9,,16788.0,,,,,,,59.6875,0.2,,73.09375,59.6875,-3.0,,,0.0,,
1546256571,0.0,701.625,277.9,21.6,0.4,0.2,0.0,4.9,,,,,,,,,61.59375,0.2,,73.15625,61.59375,,,,0.0,,
1546256577,,,277.9,22.3,0.4,0.2,0.0,4.9,,,,,,0.0,492.0,,63.5,0.2,33.1875,74.46875,63.5,-2.0,74.875,94.0,0.0,,
1546256584,0.0,698.75,277.2,22.3,0.5,0.2,0.0,4.9,,,,,,,,,63.53125,0.2,,75.03125,63.53125,,,,0.0,,
1546256591,,,279.35,21.6,0.5,0.2,0.0,4.9,,,,,,,,,65.4375,0.2,,75.03125,65.4375,,,,0.0,,
1546256597,0.0,701.0,278.25,21.95,,,0.0,4.9,,16924.0,,,,,,,,,,,,-3.0,,,0.0,,
1546256604,,,264.6,21.95,0.4,0.2,0.0,4.9,,,,,,,,,67.34375,0.2,33.0,76.875,67.34375,,,,0.0,28.875,41.875
1546256610,0.0,699.875,261.35,20.15,,,0.0,4.9,,,,27.0,39.0,,,,69.1875,0.1,,78.5,69.1875,-2.0,78.78125,90.0,0.0,,
1546256617,,,261.35,19.8,0.4,0.2,0.0,4.9,,,,,,,,,69.28125,0.1,,78.84375,69.28125,,,,0.0,,
1546256624,0.0,700.125,261.0,20.15,0.4,0.2,0.0,4.9,,,,,,,,,71.1875,0.1,,80.25,71.1875,,,,0.0,,
1546256630,,,261.35,19.4,0.4,0.2,0.0,4.9,,,,,,,,,71.1875,0.1,,80.78125,71.1875,-3.0,,,0.0,,
1546256637,0.0,699.25,261.35,19.8,0.4,0.2,0.0,4.9,,,,,,0.0,480.0,,71.5625,0.1,32.78125,81.9375,71.5625,,82.5,90.0,0.0,28.875,49.875
1546256643,,,261.7,19.4,0.4,0.2,0.0,4.9,,,,29.0,40.0,,,0.0,73.09375,0.1,,82.6875,73.09375,,,,0.0,,
1546256650,0.0,699.875,261.7,19.4,0.4,0.2,0.0,4.69,,,,,,,,0.0,73.09375,0.2,,82.6875,73.09375,,,,0.0,,
1546256657,,,260.25,19.8,0.4,0.2,0.0,4.69,,,,,,,,,73.59375,0.2,,82.96875,73.59375,,,,0.0,,
1546256663,0.0,702.125,261.35,18.7,0.4,0.2,0.0,4.69,,,,,,,,,75.03125,0.2,,84.59375,75.03125,,,,0.0,,
1546256670,,,260.6,19.4,0.4,0.2,0.0,4.69,,,,,,0.0,476.0,,75.03125,0.2,34.6875,84.625,75.03125,,84.59375,88.0,0.0,,
1546256676,0.0,700.375,261.35,19.8,0.4,0.2,0.0,4.69,,,,,,,,,,,,84.625,75.03125,,,,0.0,,
1546256683,,,261.35,19.8,0.4,0.2,0.0,4.69,,,,,,,,,75.6875,0.2,,86.25,75.6875,,,,0.0,,
1546256690,0.0,700.625,259.9,17.6,0.4,0.2,0.0,4.69,,,,,,,,,76.9375,0.1,,86.53125,76.9375,,,,0.0,,
1546256696,,,260.25,18.35,0.4,0.2,0.0,4.69,,,,,,,,,76.9375,0.1,,86.53125,76.9375,,,,0.0,30.78125,52.0
1546256703,0.0,699.875,298.05,59.4,0.5,0.2,0.0,4.69,,,,,,,,,76.96875,0.3,,85.46875,76.96875,,86.0,98.0,0.0,,
1546256710,,,300.6,59.4,0.5,0.2,0.0,4.69,-1.0,,,,,,,,78.71875,0.2,,84.65625,78.71875,,,,0.0,,
1546256716,0.0,699.375,301.3,57.95,0.5,0.2,0.0,4.69,,18224.0,,,,,,,78.84375,0.2,,82.78125,78.84375,,,,0.0,,
1546256723,,,301.65,57.95,0.5,0.2,0.0,4.69,,,,,,,,,78.84375,0.2,,82.71875,78.84375,,,,0.0,,
1546256729,0.0,700.125,302.0,57.95,0.5,0.2,0.0,4.69,,,,,,0.0,468.0,,78.84375,0.2,52.0,82.5625,78.84375,,81.875,98.0,0.0,30.78125,50.0
1546256736,,,302.4,57.6,0.5,0.2,0.0,4.69,,,,,,,,,79.3125,0.2,,80.8125,79.3125,,,,0.0,,
1546256743,0.0,699.875,302.0,57.95,0.5,0.2,0.0,4.69,-1.0,,,,,,,0.0,80.71875,0.2,,80.8125,80.71875,,,,0.0,,
1546256749,,,302.0,57.6,0.5,0.2,0.0,4.69,,18284.0,,,,,,,80.78125,0.3,,80.8125,80.78125,,,,0.0,,
1546256756,0.0,699.875,302.4,57.95,0.5,0.2,0.0,4.69,,,,,,,,,80.78125,0.3,,80.78125,80.78125,,,,0.0,34.59375,48.09375
1546256762,,,301.65,57.6,,,0.0,4.69,,,,,,0.0,464.0,,,,66.78125,,,-2.0,80.09375,98.0,0.0,,
1546256769,0.0,698.375,301.65,58.3,0.5,0.2,0.0,4.69,,,,,,,,,81.09375,0.3,,79.9375,81.09375,,,,0.0,,
1546256776,,,301.3,57.2,0.5,0.2,0.0,4.69,,,,,,,,,80.8125,0.3,,79.09375,80.8125,,,,0.0,,
1546256782,,,302.4,58.3,0.5,0.2,0.0,4.69,,,,,,,,,80.8125,0.3,,79.34375,80.8125,-3.0,,,0.0,,
1546256789,,,301.65,56.5,0.5,0.2,0.0,4.69,,,,,,0.0,460.0,,80.8125,0.3,71.28125,78.875,80.8125,,,,0.0,42.5,47.78125
1546256795,0.0,701.625,301.65,57.2,0.5,0.2,0.0,,,,,,,,,,80.8125,0.3,,78.875,80.8125,-2.0,78.78125,98.0,0.0,,
1546256802,,,301.65,57.2,0.5,0.2,0.0,4.69,,,,,,,,0.0,80.8125,0.3,,78.875,80.8125,,,,0.0,,
